age,gender,annual_income,caste,state,occupation,family_size,land_owned,has_bank_account,eligible
49,Female,548682,ST,Madhya Pradesh,Self Employed,7,5.89,0,1
62,Male,109778,OBC,Maharashtra,Student,6,6.48,1,1
64,Other,95833,OBC,West Bengal,Salaried,5,4.52,0,0
38,Male,606376,ST,Rajasthan,Salaried,5,9.69,0,0
33,Other,785010,SC,Maharashtra,Salaried,2,0.84,1,1
71,Female,416081,General,Bihar,Salaried,4,3.47,1,0
38,Other,514507,ST,Maharashtra,Self Employed,8,4.19,1,1
28,Female,246375,OBC,Tamil Nadu,Student,8,0.17,1,1
54,Other,126361,OBC,Karnataka,Student,1,3.65,0,1
53,Female,400373,OBC,Rajasthan,Farmer,2,2.74,1,1
52,Female,185189,SC,Gujarat,Salaried,5,5.06,0,1
36,Female,664553,OBC,Karnataka,Salaried,9,3.36,1,0
37,Female,572154,ST,Tamil Nadu,Farmer,7,7.26,0,1
74,Male,672006,ST,Tamil Nadu,Student,5,5.1,1,0
35,Female,372854,OBC,Rajasthan,Daily Wage Worker,1,1.3,1,1
64,Male,669164,ST,Rajasthan,Unemployed,6,7.5,0,1
58,Male,80949,OBC,Uttar Pradesh,Daily Wage Worker,8,0.99,1,1
66,Female,787242,OBC,Andhra Pradesh,Student,7,8.39,0,0
31,Male,161541,General,Andhra Pradesh,Small Business Owner,2,9.31,1,1
32,Other,769979,SC,Karnataka,Salaried,5,3.22,1,1
48,Female,111842,SC,Gujarat,Daily Wage Worker,4,9.26,1,1
18,Male,538019,General,Maharashtra,Self Employed,9,7.93,1,0
70,Female,282930,General,Tamil Nadu,Self Employed,1,9.22,0,0
71,Female,339134,SC,Tamil Nadu,Farmer,6,6.66,1,1
71,Female,721553,OBC,Uttar Pradesh,Student,3,2.36,1,0
20,Male,342253,OBC,Karnataka,Student,9,8.95,1,0
33,Other,180356,SC,Karnataka,Daily Wage Worker,5,1.84,1,1
40,Other,787090,OBC,Madhya Pradesh,Salaried,6,2.13,1,0
74,Male,739870,General,Rajasthan,Student,9,2.71,1,0
28,Female,53849,OBC,Gujarat,Daily Wage Worker,9,3.04,1,1
29,Male,62360,OBC,Rajasthan,Daily Wage Worker,8,5.14,1,1
27,Male,423216,ST,Gujarat,Unemployed,9,7.13,1,1
49,Male,669055,ST,Bihar,Unemployed,4,9.26,1,1
33,Female,311445,ST,West Bengal,Student,6,0.88,1,1
25,Male,751160,OBC,Andhra Pradesh,Daily Wage Worker,5,9.54,0,1
55,Female,571658,SC,Andhra Pradesh,Farmer,5,9.21,0,1
29,Male,480179,General,Gujarat,Farmer,4,0.54,1,1
41,Other,104330,OBC,Andhra Pradesh,Unemployed,2,3.6,1,1
45,Male,101707,SC,Rajasthan,Student,6,8.13,1,1
70,Male,330833,OBC,Tamil Nadu,Salaried,9,6.12,0,0
25,Other,603372,General,Rajasthan,Small Business Owner,1,7.79,1,0
45,Female,90387,OBC,Gujarat,Farmer,7,7.19,1,1
53,Female,576930,General,Karnataka,Farmer,6,4.97,0,0
43,Male,523048,OBC,Rajasthan,Unemployed,3,0.41,0,1
25,Other,236633,General,Andhra Pradesh,Unemployed,1,5.84,1,1
67,Female,720798,OBC,Uttar Pradesh,Student,4,0.49,1,0
45,Male,446210,General,Madhya Pradesh,Unemployed,9,6.04,1,1
45,Other,437988,ST,Tamil Nadu,Self Employed,2,8.0,1,1
54,Female,411719,OBC,Andhra Pradesh,Small Business Owner,3,5.85,1,1
58,Female,134381,OBC,Uttar Pradesh,Daily Wage Worker,2,9.97,1,1
53,Other,243984,SC,Gujarat,Farmer,2,4.56,1,1
44,Other,110272,SC,Bihar,Self Employed,8,7.49,1,1
71,Other,545916,General,Uttar Pradesh,Salaried,3,6.67,1,0
34,Other,747411,OBC,West Bengal,Self Employed,7,9.91,1,1
26,Male,788096,General,Bihar,Student,8,7.13,1,0
50,Other,303091,ST,Maharashtra,Salaried,3,1.64,1,1
70,Female,314064,SC,Tamil Nadu,Salaried,2,9.56,1,1
37,Female,156121,General,Andhra Pradesh,Unemployed,8,6.68,1,1
30,Male,520435,General,Maharashtra,Self Employed,3,0.59,1,0
45,Female,651160,SC,Rajasthan,Student,7,6.58,1,1
65,Female,314237,OBC,Gujarat,Farmer,1,8.83,1,1
46,Other,325049,General,Tamil Nadu,Small Business Owner,6,5.77,1,1
30,Female,696047,SC,Karnataka,Unemployed,9,3.54,1,1
63,Male,467567,OBC,Bihar,Self Employed,3,8.21,1,1
52,Other,343125,ST,Karnataka,Farmer,7,7.83,1,1
23,Other,421344,SC,Maharashtra,Self Employed,6,5.44,1,1
35,Male,132289,General,Uttar Pradesh,Unemployed,8,1.54,1,1
68,Other,690794,ST,Uttar Pradesh,Farmer,3,2.51,1,1
22,Other,652801,OBC,Gujarat,Unemployed,3,7.38,1,1
64,Male,463090,OBC,Maharashtra,Self Employed,4,8.06,1,1
42,Other,756291,SC,Madhya Pradesh,Salaried,3,2.79,1,1
19,Male,450890,SC,Tamil Nadu,Small Business Owner,9,3.68,1,1
27,Male,362660,SC,Bihar,Daily Wage Worker,4,0.78,1,1
73,Female,309480,OBC,Uttar Pradesh,Small Business Owner,6,7.13,1,1
47,Female,766046,ST,Uttar Pradesh,Salaried,8,0.04,1,1
67,Other,538067,OBC,Karnataka,Unemployed,8,0.47,1,1
62,Other,381356,General,Karnataka,Small Business Owner,5,0.04,1,0
22,Male,183498,OBC,Andhra Pradesh,Unemployed,5,6.45,1,1
72,Other,304024,General,Rajasthan,Unemployed,6,4.17,0,0
73,Male,705258,ST,Madhya Pradesh,Farmer,7,2.98,1,1
50,Male,140009,SC,Karnataka,Student,7,9.13,1,1
71,Other,773858,SC,Karnataka,Unemployed,4,1.93,1,1
18,Male,473159,OBC,Tamil Nadu,Small Business Owner,6,3.89,1,1
35,Female,771755,SC,Andhra Pradesh,Small Business Owner,7,9.4,1,1
49,Other,94816,ST,Karnataka,Small Business Owner,5,4.27,0,1
64,Female,54138,SC,Bihar,Salaried,5,5.55,1,1
66,Other,141176,OBC,Tamil Nadu,Daily Wage Worker,2,0.8,1,1
28,Male,388089,ST,Rajasthan,Unemployed,7,7.9,1,1
38,Other,768316,General,Maharashtra,Unemployed,6,4.23,1,1
43,Female,406007,OBC,Tamil Nadu,Unemployed,1,8.01,1,1
42,Male,271552,General,Maharashtra,Farmer,4,2.54,1,1
39,Other,93764,ST,Uttar Pradesh,Unemployed,3,4.22,0,1
44,Other,173030,OBC,Andhra Pradesh,Salaried,3,7.87,1,1
66,Other,669955,OBC,Rajasthan,Self Employed,7,9.74,0,0
30,Female,366462,ST,Andhra Pradesh,Student,4,0.6,1,1
50,Female,416142,SC,Rajasthan,Small Business Owner,8,8.12,1,1
51,Other,110128,OBC,Andhra Pradesh,Unemployed,9,3.01,1,1
58,Male,269128,OBC,Tamil Nadu,Farmer,3,5.51,1,1
52,Male,283540,General,Andhra Pradesh,Salaried,5,2.9,0,0
18,Female,55039,SC,West Bengal,Unemployed,4,6.13,0,1
38,Male,202353,General,Rajasthan,Farmer,6,3.54,0,1
65,Female,162935,General,Maharashtra,Self Employed,4,3.34,0,0
72,Other,584730,SC,Rajasthan,Daily Wage Worker,8,0.38,0,1
23,Female,339730,SC,Uttar Pradesh,Unemployed,3,1.47,1,1
45,Female,103053,ST,Bihar,Salaried,5,9.17,1,1
34,Other,231561,SC,West Bengal,Farmer,1,9.98,1,1
22,Male,788464,OBC,Gujarat,Farmer,6,7.81,1,1
48,Female,136346,SC,Rajasthan,Unemployed,5,2.87,1,1
22,Female,379231,ST,Karnataka,Farmer,8,4.02,1,1
55,Other,455841,ST,Tamil Nadu,Daily Wage Worker,9,7.4,1,1
20,Male,608685,ST,Tamil Nadu,Farmer,8,9.69,1,1
70,Female,370815,SC,Andhra Pradesh,Small Business Owner,8,4.55,1,1
40,Other,166214,SC,Andhra Pradesh,Student,3,8.3,1,1
54,Female,535001,General,Tamil Nadu,Small Business Owner,4,9.75,0,0
70,Other,731509,General,Madhya Pradesh,Student,4,8.73,1,0
54,Male,448499,OBC,West Bengal,Farmer,5,2.27,0,1
27,Male,450826,General,West Bengal,Unemployed,9,0.08,0,1
27,Male,486542,OBC,Maharashtra,Student,9,4.92,0,0
36,Male,327068,ST,Rajasthan,Salaried,1,5.31,1,1
34,Female,687431,General,Gujarat,Student,8,2.01,1,0
38,Female,422397,SC,Tamil Nadu,Small Business Owner,1,2.85,1,1
31,Male,412441,General,Rajasthan,Farmer,2,7.65,1,1
26,Male,584391,OBC,West Bengal,Unemployed,7,4.7,1,1
63,Male,525738,General,Uttar Pradesh,Self Employed,8,3.17,1,0
18,Female,476674,ST,Tamil Nadu,Unemployed,1,6.23,1,1
68,Male,132409,SC,Rajasthan,Unemployed,3,6.53,1,1
62,Male,73248,OBC,West Bengal,Unemployed,7,7.69,1,1
30,Male,532376,SC,Bihar,Salaried,9,1.57,1,1
21,Other,748876,SC,West Bengal,Daily Wage Worker,8,7.42,1,1
18,Male,729530,OBC,Andhra Pradesh,Small Business Owner,8,5.99,1,0
66,Other,58024,SC,Karnataka,Farmer,9,0.58,1,1
57,Other,525430,SC,Madhya Pradesh,Daily Wage Worker,3,7.77,1,1
49,Male,284864,General,Madhya Pradesh,Self Employed,8,3.83,0,1
51,Other,224875,SC,Andhra Pradesh,Daily Wage Worker,1,3.3,1,1
45,Male,403973,SC,Andhra Pradesh,Farmer,8,4.48,0,1
48,Female,461473,SC,Tamil Nadu,Small Business Owner,7,3.46,1,1
25,Female,193927,SC,Bihar,Small Business Owner,8,3.38,1,1
56,Female,135178,OBC,Bihar,Farmer,1,8.08,1,1
43,Female,566540,ST,Tamil Nadu,Self Employed,6,1.25,1,1
51,Other,447674,General,Rajasthan,Farmer,7,9.71,1,1
71,Male,113610,SC,Tamil Nadu,Self Employed,5,5.55,1,1
71,Male,645131,SC,Gujarat,Self Employed,5,1.83,1,1
20,Male,681525,OBC,Gujarat,Farmer,7,1.31,0,0
67,Female,527177,ST,Madhya Pradesh,Student,3,5.92,1,0
29,Female,755191,SC,West Bengal,Small Business Owner,6,6.33,1,1
18,Male,748787,OBC,Tamil Nadu,Self Employed,7,0.53,1,0
71,Female,537025,General,Tamil Nadu,Farmer,1,2.43,1,0
61,Male,704587,General,Rajasthan,Student,2,7.95,1,0
22,Male,481722,SC,Maharashtra,Small Business Owner,4,0.5,0,1
47,Male,55668,SC,Madhya Pradesh,Self Employed,8,8.55,1,1
47,Male,272542,ST,Madhya Pradesh,Small Business Owner,6,6.58,0,1
74,Male,228267,ST,Madhya Pradesh,Student,1,4.34,1,1
34,Male,205489,SC,West Bengal,Small Business Owner,5,3.46,1,1
65,Male,394126,OBC,Andhra Pradesh,Salaried,7,0.19,1,0
64,Female,680421,ST,Uttar Pradesh,Unemployed,6,8.25,0,1
40,Male,358362,SC,Maharashtra,Salaried,9,1.43,1,1
32,Male,784412,ST,West Bengal,Student,8,3.1,1,1
54,Female,138835,SC,Gujarat,Self Employed,4,5.69,1,1
38,Female,671781,General,Rajasthan,Farmer,5,2.46,1,1
31,Female,746454,SC,Andhra Pradesh,Daily Wage Worker,7,4.97,1,1
19,Male,151948,General,Gujarat,Farmer,8,8.09,0,1
28,Other,235194,ST,Andhra Pradesh,Small Business Owner,5,4.71,1,1
68,Other,603781,SC,Bihar,Daily Wage Worker,9,9.49,0,1
56,Female,516755,ST,Madhya Pradesh,Daily Wage Worker,4,8.48,1,1
55,Other,343851,General,Andhra Pradesh,Small Business Owner,4,3.33,1,1
51,Female,774174,SC,Karnataka,Small Business Owner,8,4.0,1,1
55,Male,188368,ST,Madhya Pradesh,Self Employed,1,4.23,0,1
67,Other,206470,General,Madhya Pradesh,Student,8,6.26,1,0
51,Male,347986,ST,Rajasthan,Farmer,5,2.87,1,1
35,Other,63261,OBC,Maharashtra,Student,1,9.69,1,1
47,Male,126709,General,Gujarat,Salaried,4,6.09,1,1
32,Other,670273,General,Andhra Pradesh,Self Employed,2,3.99,1,0
44,Male,418760,General,Andhra Pradesh,Self Employed,4,6.45,1,1
68,Male,343925,SC,Bihar,Salaried,8,3.95,0,0
51,Other,325796,SC,Madhya Pradesh,Farmer,5,8.18,0,1
69,Male,317247,SC,Tamil Nadu,Unemployed,1,5.68,1,1
74,Male,337644,OBC,Uttar Pradesh,Salaried,7,0.42,1,0
55,Male,674624,OBC,Tamil Nadu,Farmer,1,1.77,0,1
50,Other,478745,General,Andhra Pradesh,Daily Wage Worker,9,8.65,0,1
41,Other,687787,OBC,Tamil Nadu,Small Business Owner,3,5.63,1,1
32,Male,723812,ST,Rajasthan,Self Employed,3,9.5,1,1
47,Male,474390,General,Karnataka,Farmer,6,0.72,1,1
72,Other,507666,General,Andhra Pradesh,Student,6,2.95,1,0
59,Other,740796,ST,Andhra Pradesh,Small Business Owner,6,1.94,0,1
68,Male,359550,General,Karnataka,Student,1,5.54,0,0
34,Male,375203,OBC,Gujarat,Small Business Owner,5,3.83,1,1
22,Male,721314,SC,Karnataka,Self Employed,6,1.57,1,1
46,Female,394866,ST,Tamil Nadu,Salaried,8,6.43,1,1
21,Other,586644,OBC,Rajasthan,Unemployed,1,5.36,1,1
27,Female,702416,ST,Bihar,Salaried,5,2.75,1,1
73,Other,52187,ST,Gujarat,Farmer,3,4.8,1,1
34,Other,535687,General,West Bengal,Salaried,2,7.46,1,0
27,Other,726585,General,Bihar,Self Employed,8,2.05,1,0
34,Other,708966,OBC,Maharashtra,Farmer,7,2.93,1,1
37,Other,476044,ST,Maharashtra,Daily Wage Worker,7,3.46,1,1
41,Other,176270,General,Maharashtra,Salaried,5,7.47,1,1
22,Other,381607,General,Maharashtra,Salaried,9,8.47,1,0
51,Female,403827,ST,Rajasthan,Unemployed,5,3.76,1,1
23,Male,636349,OBC,Bihar,Farmer,2,2.97,1,1
70,Male,131257,OBC,Madhya Pradesh,Student,3,8.89,0,0
19,Female,111753,ST,Uttar Pradesh,Salaried,4,9.99,0,1
30,Female,454303,OBC,Gujarat,Self Employed,5,6.7,1,1
60,Female,474032,General,West Bengal,Salaried,3,9.9,0,0
60,Female,73408,ST,Tamil Nadu,Unemployed,7,6.6,1,1
65,Other,174116,General,Andhra Pradesh,Daily Wage Worker,5,7.33,1,1
28,Male,705496,SC,Maharashtra,Unemployed,5,3.89,1,1
68,Other,67413,SC,West Bengal,Salaried,6,4.33,1,1
64,Male,687938,OBC,Andhra Pradesh,Student,7,1.44,1,0
74,Male,109500,SC,Uttar Pradesh,Small Business Owner,8,8.23,1,1
40,Female,106358,General,West Bengal,Salaried,9,9.31,0,0
72,Other,116197,SC,Bihar,Farmer,4,6.23,1,1
33,Female,543992,General,West Bengal,Salaried,5,3.44,0,0
48,Other,798149,OBC,Maharashtra,Student,5,1.54,1,0
28,Male,273492,OBC,Uttar Pradesh,Farmer,8,2.65,0,1
71,Female,476070,General,Tamil Nadu,Self Employed,9,2.55,1,0
33,Female,126240,SC,Madhya Pradesh,Farmer,7,6.14,1,1
25,Male,285595,OBC,Karnataka,Unemployed,5,9.45,0,1
21,Male,572710,ST,Maharashtra,Daily Wage Worker,3,0.48,1,1
57,Male,795423,OBC,Andhra Pradesh,Unemployed,1,0.01,1,1
21,Female,328466,SC,Uttar Pradesh,Small Business Owner,9,6.0,1,1
73,Other,56968,ST,Bihar,Farmer,5,2.84,1,1
42,Female,339662,SC,Rajasthan,Self Employed,9,8.81,1,1
20,Other,240920,General,Uttar Pradesh,Salaried,4,3.27,1,0
49,Female,313844,ST,Andhra Pradesh,Farmer,5,2.9,1,1
20,Female,282076,SC,Karnataka,Unemployed,4,2.7,1,1
44,Male,73199,ST,Karnataka,Farmer,2,1.45,0,1
46,Other,487805,SC,Gujarat,Farmer,1,5.82,1,1
49,Female,213187,ST,Madhya Pradesh,Farmer,8,1.68,1,1
67,Female,505150,SC,Andhra Pradesh,Self Employed,4,4.25,1,1
68,Male,559551,General,Karnataka,Student,5,4.61,1,0
36,Male,563942,ST,Gujarat,Student,6,0.2,1,1
38,Other,759676,ST,Gujarat,Farmer,8,0.17,1,1
22,Female,55520,ST,Gujarat,Self Employed,8,5.2,1,1
35,Other,684102,ST,Uttar Pradesh,Self Employed,7,6.96,1,1
45,Female,217527,General,Gujarat,Small Business Owner,4,9.42,1,1
59,Other,697652,ST,Maharashtra,Farmer,6,1.79,1,1
39,Male,589243,OBC,Andhra Pradesh,Unemployed,4,1.03,1,1
38,Female,225121,General,Maharashtra,Unemployed,7,0.52,1,1
23,Other,719277,OBC,Rajasthan,Daily Wage Worker,1,4.36,1,1
18,Male,521797,ST,Karnataka,Farmer,5,6.23,1,1
22,Male,300144,SC,Madhya Pradesh,Daily Wage Worker,4,8.41,1,1
58,Other,114925,OBC,Gujarat,Unemployed,7,6.83,1,1
29,Female,419360,ST,Bihar,Unemployed,9,2.08,1,1
43,Female,644557,OBC,Bihar,Farmer,5,4.62,1,1
63,Male,353602,ST,Karnataka,Daily Wage Worker,4,9.1,1,1
51,Female,401181,ST,Rajasthan,Daily Wage Worker,9,3.27,1,1
66,Female,726473,ST,Bihar,Farmer,5,4.99,0,1
31,Female,149977,SC,Maharashtra,Small Business Owner,9,9.59,1,1
43,Male,555838,OBC,West Bengal,Daily Wage Worker,8,7.35,1,1
62,Other,569163,General,Uttar Pradesh,Small Business Owner,4,7.48,1,0
44,Female,533442,General,Tamil Nadu,Salaried,7,2.52,1,0
26,Male,79345,General,Bihar,Unemployed,5,4.15,0,1
43,Male,422251,General,Madhya Pradesh,Student,4,0.82,1,0
74,Other,543814,ST,Gujarat,Small Business Owner,5,6.07,0,0
64,Female,381310,OBC,Madhya Pradesh,Small Business Owner,5,1.04,1,1
74,Female,753221,OBC,Andhra Pradesh,Small Business Owner,9,8.36,1,0
39,Other,147406,SC,Uttar Pradesh,Self Employed,9,8.15,1,1
64,Other,361442,OBC,Maharashtra,Daily Wage Worker,6,5.34,1,1
73,Male,357086,OBC,Rajasthan,Daily Wage Worker,4,1.41,1,1
47,Male,577741,OBC,Uttar Pradesh,Self Employed,2,0.26,1,1
60,Other,677099,SC,Tamil Nadu,Daily Wage Worker,3,7.97,1,1
65,Female,629223,General,West Bengal,Self Employed,2,6.0,0,0
34,Male,434583,OBC,Bihar,Small Business Owner,5,7.11,1,1
43,Male,748730,SC,Rajasthan,Farmer,6,3.04,1,1
53,Female,65534,SC,Rajasthan,Salaried,5,5.09,1,1
18,Male,610608,ST,Bihar,Small Business Owner,2,7.47,1,1
25,Female,623458,SC,Bihar,Salaried,5,4.63,1,1
66,Female,150546,General,Bihar,Unemployed,9,6.01,1,1
52,Female,654489,OBC,Bihar,Small Business Owner,4,7.9,1,1
69,Other,320784,SC,Bihar,Student,2,2.15,1,1
32,Other,281324,General,Rajasthan,Daily Wage Worker,3,0.66,1,1
64,Other,534273,SC,Karnataka,Student,3,5.32,1,0
73,Female,735409,SC,Karnataka,Farmer,9,0.62,1,1
39,Female,448834,SC,Madhya Pradesh,Salaried,4,7.67,1,1
31,Other,283612,SC,Karnataka,Small Business Owner,1,7.19,1,1
43,Male,761413,SC,Tamil Nadu,Farmer,1,8.82,1,1
45,Female,356081,General,Karnataka,Farmer,7,6.4,1,1
40,Male,775084,OBC,Rajasthan,Daily Wage Worker,7,0.67,0,1
31,Male,193279,OBC,Bihar,Farmer,2,2.53,1,1
41,Female,246846,OBC,Gujarat,Small Business Owner,9,8.08,1,1
19,Female,738332,OBC,Gujarat,Small Business Owner,9,1.67,1,0
62,Male,454015,General,Tamil Nadu,Salaried,5,6.98,1,0
43,Male,776448,ST,Andhra Pradesh,Small Business Owner,3,7.8,1,1
31,Other,472132,ST,Rajasthan,Student,3,3.3,1,1
73,Other,120463,General,Maharashtra,Salaried,3,3.22,1,0
68,Female,143500,General,Uttar Pradesh,Daily Wage Worker,6,5.58,0,1
24,Other,257772,SC,Madhya Pradesh,Salaried,4,8.61,1,1
20,Other,611446,SC,Maharashtra,Self Employed,8,2.24,1,1
64,Other,134607,SC,Rajasthan,Student,5,9.41,1,1
40,Other,383840,OBC,Karnataka,Self Employed,1,5.99,1,1
63,Male,170076,SC,Bihar,Self Employed,9,9.92,1,1
60,Female,108692,ST,Maharashtra,Unemployed,1,0.9,1,1
64,Other,705129,OBC,Uttar Pradesh,Small Business Owner,6,1.27,1,0
62,Male,767104,SC,Andhra Pradesh,Daily Wage Worker,1,8.27,1,1
35,Male,211081,OBC,Gujarat,Farmer,3,8.65,1,1
55,Male,161718,ST,Andhra Pradesh,Self Employed,5,4.45,1,1
52,Other,403076,SC,Uttar Pradesh,Salaried,7,7.14,1,1
68,Other,574480,ST,Bihar,Farmer,8,8.68,1,1
32,Female,297536,ST,Karnataka,Salaried,9,0.43,1,1
42,Other,86413,ST,Uttar Pradesh,Salaried,6,5.74,1,1
72,Other,193888,SC,Madhya Pradesh,Farmer,9,8.53,1,1
54,Male,613370,General,Uttar Pradesh,Farmer,8,3.98,1,1
45,Female,697418,SC,Rajasthan,Small Business Owner,9,3.02,1,1
27,Other,625228,ST,Karnataka,Salaried,4,7.96,1,1
56,Other,737490,SC,Bihar,Daily Wage Worker,9,3.36,0,1
74,Male,614430,ST,Gujarat,Small Business Owner,7,0.03,1,1
34,Male,572780,General,Gujarat,Student,5,9.6,1,0
56,Other,86468,OBC,Uttar Pradesh,Unemployed,5,5.92,0,1
39,Female,716015,General,Rajasthan,Student,1,8.2,1,0
43,Female,228969,General,Maharashtra,Daily Wage Worker,2,8.25,1,1
61,Male,473291,OBC,Andhra Pradesh,Small Business Owner,3,0.66,1,1
42,Male,545413,SC,Andhra Pradesh,Unemployed,8,1.71,1,1
34,Other,286187,OBC,Andhra Pradesh,Small Business Owner,6,3.11,1,1
30,Male,92056,SC,Maharashtra,Farmer,5,3.21,1,1
37,Other,101831,SC,Rajasthan,Unemployed,1,6.59,1,1
42,Female,476488,ST,Andhra Pradesh,Salaried,9,6.23,1,1
21,Female,682405,ST,Madhya Pradesh,Student,3,4.95,1,0
27,Other,326815,OBC,Maharashtra,Unemployed,3,2.11,0,1
20,Male,339192,General,Maharashtra,Salaried,2,3.82,1,0
58,Female,618242,OBC,Bihar,Small Business Owner,4,5.44,1,1
62,Male,515525,SC,Bihar,Daily Wage Worker,2,4.68,1,1
35,Female,283192,ST,Karnataka,Unemployed,9,1.27,0,1
64,Other,407574,OBC,Madhya Pradesh,Salaried,7,6.5,1,0
53,Other,575005,OBC,Madhya Pradesh,Small Business Owner,8,0.73,1,1
64,Other,323820,ST,Karnataka,Small Business Owner,3,3.78,1,1
39,Female,447650,ST,Madhya Pradesh,Small Business Owner,6,7.1,1,1
51,Male,230882,ST,Tamil Nadu,Daily Wage Worker,6,0.2,1,1
64,Male,168696,SC,West Bengal,Farmer,1,5.7,1,1
25,Male,54994,ST,Andhra Pradesh,Daily Wage Worker,6,3.35,1,1
57,Female,119300,General,Bihar,Daily Wage Worker,3,0.09,1,1
66,Female,356093,OBC,Karnataka,Student,3,1.9,1,0
61,Female,611693,ST,Karnataka,Small Business Owner,3,9.41,1,1
36,Female,347016,ST,Madhya Pradesh,Salaried,8,5.21,1,1
59,Female,354359,SC,Maharashtra,Unemployed,5,9.97,1,1
58,Male,597473,SC,Gujarat,Student,4,5.25,1,1
54,Female,748802,OBC,Uttar Pradesh,Small Business Owner,9,5.44,1,1
23,Female,566479,General,Uttar Pradesh,Self Employed,9,3.92,1,0
69,Male,494975,OBC,Karnataka,Daily Wage Worker,1,3.1,0,1
43,Female,389679,ST,Andhra Pradesh,Self Employed,2,2.52,1,1
51,Male,707941,General,Tamil Nadu,Small Business Owner,8,3.43,1,0
73,Male,101717,General,Andhra Pradesh,Student,5,4.6,1,0
62,Other,52763,General,Karnataka,Salaried,7,1.92,1,0
23,Other,405054,General,Andhra Pradesh,Student,1,2.25,1,0
54,Other,105480,OBC,Bihar,Salaried,5,2.72,0,1
74,Other,744119,SC,Andhra Pradesh,Salaried,3,4.49,1,0
50,Female,257139,SC,Madhya Pradesh,Small Business Owner,2,6.53,0,1
70,Other,168094,ST,Madhya Pradesh,Farmer,2,8.56,1,1
39,Male,730667,SC,Tamil Nadu,Small Business Owner,9,2.87,0,1
38,Female,585352,SC,Bihar,Daily Wage Worker,4,1.84,0,1
23,Other,126848,SC,Gujarat,Student,4,3.79,0,1
23,Male,611836,SC,Maharashtra,Salaried,7,8.94,1,0
72,Female,218017,ST,Bihar,Small Business Owner,2,0.1,1,1
65,Female,494972,OBC,Rajasthan,Small Business Owner,3,6.78,1,1
21,Other,576670,General,West Bengal,Student,3,4.77,0,0
47,Female,492899,SC,Karnataka,Student,6,1.61,1,1
28,Male,531215,OBC,Rajasthan,Salaried,3,3.21,1,0
47,Female,750636,SC,Tamil Nadu,Unemployed,5,2.25,1,1
48,Male,535097,SC,Rajasthan,Self Employed,4,8.78,1,1
41,Female,553516,General,Madhya Pradesh,Daily Wage Worker,3,4.82,1,1
72,Other,470162,General,Andhra Pradesh,Daily Wage Worker,8,5.63,1,1
26,Male,653986,General,Maharashtra,Unemployed,3,5.94,1,1
72,Female,95095,SC,Uttar Pradesh,Farmer,6,6.4,0,1
20,Female,523146,SC,Karnataka,Unemployed,7,4.96,1,1
68,Female,442118,SC,Uttar Pradesh,Farmer,7,0.18,1,1
48,Male,596298,General,Andhra Pradesh,Farmer,2,3.35,1,1
57,Male,467339,ST,Madhya Pradesh,Unemployed,3,1.84,1,1
54,Male,400067,OBC,Madhya Pradesh,Daily Wage Worker,4,6.8,1,1
53,Other,708250,ST,Andhra Pradesh,Self Employed,7,0.57,1,1
41,Other,442670,SC,Karnataka,Daily Wage Worker,2,5.64,1,1
48,Male,159162,SC,Uttar Pradesh,Small Business Owner,3,2.11,1,1
23,Female,433071,ST,Bihar,Daily Wage Worker,7,9.49,1,1
19,Other,320170,SC,Madhya Pradesh,Daily Wage Worker,7,3.36,1,1
37,Male,377069,OBC,Uttar Pradesh,Unemployed,3,3.25,0,1
45,Female,643130,SC,Gujarat,Unemployed,1,9.23,1,1
28,Other,345809,OBC,Uttar Pradesh,Small Business Owner,3,4.17,1,1
21,Female,321421,ST,Gujarat,Small Business Owner,5,9.63,1,1
32,Female,223311,ST,Gujarat,Unemployed,7,0.24,1,1
23,Female,490880,SC,Madhya Pradesh,Daily Wage Worker,4,3.06,1,1
71,Female,706030,OBC,Karnataka,Self Employed,1,6.66,0,0
66,Other,270283,SC,Tamil Nadu,Farmer,6,8.91,0,1
47,Other,723249,General,Madhya Pradesh,Student,2,2.56,0,0
73,Other,498828,General,Karnataka,Farmer,3,9.3,1,1
55,Male,749895,General,Karnataka,Small Business Owner,4,5.94,1,0
68,Other,390686,General,Rajasthan,Small Business Owner,6,8.01,1,0
74,Female,366463,SC,Andhra Pradesh,Farmer,6,3.97,1,1
19,Other,295144,General,Andhra Pradesh,Student,7,2.12,1,0
32,Female,726999,OBC,Andhra Pradesh,Daily Wage Worker,5,9.11,1,1
28,Male,245784,ST,West Bengal,Self Employed,7,9.33,1,1
25,Female,381119,ST,Madhya Pradesh,Self Employed,2,4.98,1,1
43,Female,213244,General,Karnataka,Farmer,1,0.06,1,1
68,Female,502413,General,Rajasthan,Student,8,1.1,1,0
62,Male,151158,General,Gujarat,Small Business Owner,1,5.73,1,1
61,Other,113972,SC,Tamil Nadu,Salaried,2,0.24,1,1
22,Other,533007,ST,Tamil Nadu,Daily Wage Worker,6,3.97,0,1
23,Male,484219,General,Gujarat,Farmer,1,3.03,0,0
43,Female,332140,OBC,Uttar Pradesh,Self Employed,3,7.14,1,1
71,Other,675210,General,Uttar Pradesh,Small Business Owner,7,0.56,1,0
21,Male,610219,ST,Andhra Pradesh,Unemployed,8,4.89,0,1
36,Other,698456,General,Madhya Pradesh,Unemployed,4,5.79,1,1
37,Male,216782,ST,West Bengal,Student,3,6.17,1,1
